icc_2k,icc_3k,cronbach_alpha,cv,sd,range,mean,n_attempts,agent_id,question_id,section_id
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0001,BFI-10_6,BFI-10
0.5925925925925926,0.1970802919708029,0.3125,42.5523159002817,0.9574271077563381,2,2.25,4,0001,BFI-10_7,BFI-10
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0001,BFI-10_8,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0001,BFI-10_9,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0001,REI_1,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0001,REI_10,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0001,REI_2,REI
0.8,0.4285714285714285,0.75,23.09401076758503,0.5773502691896257,1,2.5,4,0001,REI_3,REI
0.5714285714285714,0.13043478260869557,0.25,66.66666666666666,1.0,2,1.5,4,0001,REI_4,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0001,REI_5,REI
0.5714285714285714,0.2592592592592593,0.25,28.57142857142857,1.0,2,3.5,4,0001,REI_6,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0001,REI_7,REI
0.6666666666666667,0.375,0.5,20.41241452319315,0.816496580927726,2,4.0,4,0001,REI_8,REI
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0001,REI_9,REI
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0002,BES-A_1,BES-A
0.5,0.13043478260869568,0.0,57.735026918962575,1.1547005383792515,2,2.0,4,0002,BES-A_2,BES-A
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0002,BES-A_3,BES-A
0.5925925925925926,0.31677018633540377,0.3125,22.52769665309031,0.9574271077563381,2,4.25,4,0002,BES-A_4,BES-A
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0002,BES-A_5,BES-A
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0002,BES-A_6,BES-A
1.0,1.0,1.0,0.0,0.0,0,4.0,4,0002,BES-A_7,BES-A
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0002,BES-A_8,BES-A
0.5714285714285714,0.13043478260869557,0.25,66.66666666666666,1.0,2,1.5,4,0002,BES-A_9,BES-A
0.5714285714285714,0.2592592592592593,0.25,28.57142857142857,1.0,2,3.5,4,0002,BFI-10_1,BFI-10
0.8421052631578947,0.5238095238095238,0.8125,18.181818181818183,0.5,1,2.75,4,0002,BFI-10_10,BFI-10
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0002,BFI-10_2,BFI-10
0.8421052631578947,0.33333333333333337,0.8125,40.0,0.5,1,1.25,4,0002,BFI-10_3,BFI-10
0.5925925925925926,0.31677018633540377,0.3125,22.52769665309031,0.9574271077563381,2,4.25,4,0002,BFI-10_4,BFI-10
0.8421052631578947,0.5652173913043478,0.8125,15.384615384615385,0.5,1,3.25,4,0002,BFI-10_5,BFI-10
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0002,BFI-10_6,BFI-10
0.5714285714285714,0.13043478260869557,0.25,66.66666666666666,1.0,2,1.5,4,0002,BFI-10_7,BFI-10
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0002,BFI-10_8,BFI-10
0.8421052631578947,0.4736842105263158,0.8125,22.22222222222222,0.5,1,2.25,4,0002,BFI-10_9,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0002,REI_1,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0002,REI_10,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0002,REI_2,REI
0.5714285714285714,0.19999999999999996,0.25,40.0,1.0,2,2.5,4,0002,REI_3,REI
0.4571428571428572,0.14798206278026915,0.0,45.75657233497424,1.2583057392117916,3,2.75,4,0002,REI_4,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0002,REI_5,REI
0.8421052631578947,0.5652173913043478,0.8125,15.384615384615385,0.5,1,3.25,4,0002,REI_6,REI
0.5925925925925926,0.31677018633540377,0.3125,22.52769665309031,0.9574271077563381,2,4.25,4,0002,REI_7,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0002,REI_8,REI
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0002,REI_9,REI
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0003,BES-A_1,BES-A
0.5714285714285714,0.13043478260869557,0.25,66.66666666666666,1.0,2,1.5,4,0003,BES-A_2,BES-A
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0003,BES-A_3,BES-A
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0003,BES-A_4,BES-A
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0003,BES-A_5,BES-A
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0003,BES-A_6,BES-A
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0003,BES-A_7,BES-A
0.8421052631578947,0.5652173913043478,0.8125,15.384615384615385,0.5,1,3.25,4,0003,BES-A_8,BES-A
0.3137254901960784,0.10025706940874046,0.0,52.54846546645948,1.707825127659933,4,3.25,4,0003,BES-A_9,BES-A
0.8421052631578947,0.5238095238095238,0.8125,18.181818181818183,0.5,1,2.75,4,0003,BFI-10_1,BFI-10
0.8,0.5121951219512195,0.75,16.49572197684645,0.5773502691896257,1,3.5,4,0003,BFI-10_10,BFI-10
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0003,BFI-10_2,BFI-10
0.3137254901960784,0.08616187989556134,0.0,62.10273191490665,1.707825127659933,4,2.75,4,0003,BFI-10_3,BFI-10
0.8,0.5121951219512195,0.75,16.49572197684645,0.5773502691896257,1,3.5,4,0003,BFI-10_4,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0003,BFI-10_5,BFI-10
0.6666666666666667,0.375,0.5,20.41241452319315,0.816496580927726,2,4.0,4,0003,BFI-10_6,BFI-10
1.0,1.0,1.0,0.0,0.0,0,1.0,4,0003,BFI-10_7,BFI-10
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0003,BFI-10_8,BFI-10
0.8421052631578947,0.5238095238095238,0.8125,18.181818181818183,0.5,1,2.75,4,0003,BFI-10_9,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0003,REI_1,REI
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0003,REI_10,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0003,REI_2,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0003,REI_3,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0003,REI_4,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0003,REI_5,REI
0.8421052631578947,0.5652173913043478,0.8125,15.384615384615385,0.5,1,3.25,4,0003,REI_6,REI
1.0,1.0,1.0,0.0,0.0,0,4.0,4,0003,REI_7,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0003,REI_8,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0003,REI_9,REI
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0004,BES-A_1,BES-A
0.3076923076923076,0.07692307692307687,0.0,69.2820323027551,1.7320508075688772,3,2.5,4,0004,BES-A_2,BES-A
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0004,BES-A_3,BES-A
0.6666666666666667,0.375,0.5,20.41241452319315,0.816496580927726,2,4.0,4,0004,BES-A_4,BES-A
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0004,BES-A_5,BES-A
0.5925925925925926,0.31677018633540377,0.3125,22.52769665309031,0.9574271077563381,2,4.25,4,0004,BES-A_6,BES-A
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0004,BES-A_7,BES-A
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0004,BES-A_8,BES-A
0.33333333333333337,0.10112359550561811,0.0,54.433105395181734,1.632993161855452,4,3.0,4,0004,BES-A_9,BES-A
0.8421052631578947,0.5652173913043478,0.8125,15.384615384615385,0.5,1,3.25,4,0004,BFI-10_1,BFI-10
0.5925925925925926,0.31677018633540377,0.3125,22.52769665309031,0.9574271077563381,2,4.25,4,0004,BFI-10_10,BFI-10
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0004,BFI-10_2,BFI-10
0.8421052631578947,0.33333333333333337,0.8125,40.0,0.5,1,1.25,4,0004,BFI-10_3,BFI-10
0.6666666666666667,0.375,0.5,20.41241452319315,0.816496580927726,2,4.0,4,0004,BFI-10_4,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0004,BFI-10_5,BFI-10
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0004,BFI-10_6,BFI-10
1.0,1.0,1.0,0.0,0.0,0,1.0,4,0004,BFI-10_7,BFI-10
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0004,BFI-10_8,BFI-10
0.5925925925925926,0.1970802919708029,0.3125,42.5523159002817,0.9574271077563381,2,2.25,4,0004,BFI-10_9,BFI-10
0.6666666666666667,0.31034482758620696,0.5,27.216552697590867,0.816496580927726,2,3.0,4,0004,REI_1,REI
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0004,REI_10,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0004,REI_2,REI
0.5714285714285714,0.2592592592592593,0.25,28.57142857142857,1.0,2,3.5,4,0004,REI_3,REI
0.5714285714285714,0.19999999999999996,0.25,40.0,1.0,2,2.5,4,0004,REI_4,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0004,REI_5,REI
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0004,REI_6,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0004,REI_7,REI
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0004,REI_8,REI
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0004,REI_9,REI
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0005,BES-A_1,BES-A
0.5,0.13043478260869568,0.0,57.735026918962575,1.1547005383792515,2,2.0,4,0005,BES-A_2,BES-A
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0005,BES-A_3,BES-A
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0005,BES-A_4,BES-A
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0005,BES-A_5,BES-A
1.0,1.0,1.0,0.0,0.0,0,4.0,4,0005,BES-A_6,BES-A
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0005,BES-A_7,BES-A
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,BES-A_8,BES-A
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0005,BES-A_9,BES-A
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,BFI-10_1,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,BFI-10_10,BFI-10
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0005,BFI-10_2,BFI-10
0.5714285714285714,0.13043478260869557,0.25,66.66666666666666,1.0,2,1.5,4,0005,BFI-10_3,BFI-10
0.5925925925925926,0.29032258064516125,0.3125,25.531389540169013,0.9574271077563381,2,3.75,4,0005,BFI-10_4,BFI-10
0.4571428571428572,0.14798206278026915,0.0,45.75657233497424,1.2583057392117916,3,2.75,4,0005,BFI-10_5,BFI-10
0.8421052631578947,0.5652173913043478,0.8125,15.384615384615385,0.5,1,3.25,4,0005,BFI-10_6,BFI-10
1.0,1.0,1.0,0.0,0.0,0,1.0,4,0005,BFI-10_7,BFI-10
0.8,0.574468085106383,0.75,12.830005981991683,0.5773502691896257,1,4.5,4,0005,BFI-10_8,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,BFI-10_9,BFI-10
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,REI_1,REI
0.8421052631578947,0.6551724137931034,0.8125,10.526315789473683,0.5,1,4.75,4,0005,REI_10,REI
0.8421052631578947,0.5238095238095238,0.8125,18.181818181818183,0.5,1,2.75,4,0005,REI_2,REI
0.5714285714285714,0.19999999999999996,0.25,40.0,1.0,2,2.5,4,0005,REI_3,REI
0.5714285714285714,0.19999999999999996,0.25,40.0,1.0,2,2.5,4,0005,REI_4,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,REI_5,REI
1.0,1.0,1.0,0.0,0.0,0,3.0,4,0005,REI_6,REI
0.8421052631578947,0.6,0.8125,13.333333333333334,0.5,1,3.75,4,0005,REI_7,REI
1.0,1.0,1.0,0.0,0.0,0,5.0,4,0005,REI_8,REI
0.8421052631578947,0.6296296296296297,0.8125,11.76470588235294,0.5,1,4.25,4,0005,REI_9,REI
